lemmas,bigrams,depenrel
"['come', 'also', 'break', 'wouldnt', 'food', 'bank', 'back']",n't break;also wouldnt;,it break;n't break;bank break;i come;
"['becom', 'instantli', 'favorit', 'citi', 'one', 'sushi', 'restaur', 'gem', 'midtown']",midtown gem;instantly became;favorite sushi;,midtown gem;gem became;favorite restaurants;
"['go', 'joya', 'never', 'twice']",never go;,i been;i go;never go;
"['absolut', 'unnecessari', 'rush', 'us']",so rushing;absolutely unnecessary;,us rushing;
"['town', 'taiwanes', 'howev', 'restaur']",only taiwanese;taiwanese restaurant;,it is;only restaurant;taiwanese restaurant;
"['lot', 'fun', 'disney', 'type', 'special', 'entertain', 'kind', 'live', 'effect']",live entertainment;type special;special effects;,it is;live entertainment;special effects;
"['east', 'look', 'interest', 'perfect', 'tradit', 'go', 'gari', 'side', 'sushi', 'tri', 'combin']",perfect traditional;traditional sushi;interesting combinations;try sushi;east side;,you looking;perfect sushi;traditional sushi;you looking;interesting combinations;sushi try;
"['though', 'fountain', 'refil', 'drink']",,
"['wow', 'choos', 'beer']",,
"['huge', 'portion', 'care']",,they 're;
"['steak', 'tartar', 'great', 'tabl', 'bet', 'fix']",great bet;,tartare is;great bet;they fix;it fix;
"['without', 'big', 'deal', 'crab', 'happen', 'happi', 'chang', 'make', 'order', 'like', 'first', 'apt', 'time', 'croquett']",first time;i happened;big deal;,first time;i happened;not to;that ordered;i ordered;they were;it change;big deal;deal making;
"['super', 'happi', 'waiter', 'great', 'even', 'entertain', 'larg', 'group', 'celebr']",large groups;super happy;happy waiter;,large groups;happy waiter;waiter was;entertainment was;
"['wine', 'mention']",i mention;,i mention;wine mention;
"['plu', 'hous', 'wednesday', 'wine', 'night', 'unlimit']",wednesday nights;,wine is;
"['restaur', 'brooklyn', 'favorit', 'far']",favorite restaurant;,it is;favorite restaurant;
"['person', 'next', 'even', 'crowd', 'talk', 'loud']",so crowded;n't even;even talk;person next;,it 's;you talk;n't talk;
"['pizza', 'love']",love pizza;,
"['everyth', 'even', 'indian', 'believ', 'tasti', 'good', 'friend']",indian friend;n't believe;tasty everything;,indian friend;friend believe;n't believe;everything was;
"['nyc', 'best', 'england', 'haru']",i 'm;best i;,i 'm;i had;
"['case', 'less']",= more;,
"['trap', 'foo', 'rubi', 'tourist']",,foo is;
"['impress', 'coupl', 'time']",not been;,i been;not impressed;
"['disappoint', 'never', 'time', 'mani']",many time;never been;,i been;many time;never been;
"['bella', 'ciao']",,bella ciao;
"['come', 'buy', 'special', 'manhathan', 'bread', 'like', 'bakeri', 'see', 'dowtown', 'say']",special bakery;dowtown manhathan;,bread comes;special bakery;we seen;buying seen;it dowtown;
"['bite', 'sum', 'larger', 'dim', 'serv', 'use']",here are;bit larger;,dim servings;servings are;i used;
"['big', 'romant', 'replac', 'glass', 'chang', 'seem', 'howev', 'manag', 'great', 'summer', 'front', 'dark', 'getup', 'door', 'rid']",great big;big door;dark romantic;romantic getup;,it seems;management changed;great door;big door;door replaced;itself ridding;dark getup;romantic getup;
"['good', 'meal', 'go', 'place']",n't go;good meal;,we go;n't go;good meal;
"['rest', 'compar', 'restaur', 'street', 'much', 'grow']",much more;more grown;,it 's;grown restaurant;
"['gorgeous', 'spice', 'might', 'mix', 'barbecu', 'yet', 'moist', 'enhanc', 'poach', 'rub', 'overwhelm', 'codfish', 'fabul', 'herb', 'sauc', 'howev', 'season', 'let', 'do', 'much', 'curious', 'textur', 'bland', 'would']",barbecued codfish;gorgeously moist;fabulous texture;however herb;herb mix;other sauce;,barbecued codfish;codfish was;fabulous texture;texture let;rub overwhelmed;other sauce;much done;
"['ever', 'restaur', 'treat', 'step', 'moment', 'sinc', 'attitud']",,we treated;we stepped;
"['take', 'danc', 'huge', 'ny', 'date', 'one', 'dinner', 'probabl', 'see', 'biggest', 'floor']",huge dance;,date take;huge floor;you see;
"['gret', 'offer', 'valu', 'mahal', 'great', 'food', 'taj']",gret value;great food;,taj offeres;mahal offeres;value offeres;great food;
"['chef', 'chang', 'owner']",,chef changed;
"['satisfi', 'earli', 'recent', 'dinner', 'boyfriend', 'experi', 'artisan']",recently had;early dinner;,boyfriend had;early dinner;dinner had;artisanal dinner;
"['love', 'place', 'absolut']",absolutely loved;,i loved;place loved;
"['possibl', 'eat', 'place', 'live', 'wish', 'often', 'would']",i wish;wish i;as often;,i wish;i lived;i eat;possible as;
"['take', 'ever', 'morn', 'almost', 'late', 'nite', 'bacon', 'order', 'turn', 'sandwich', 'either', 'place', 'fri', 'like', 'baco', 'platter', 'hard', 'hurt', 'molar', 'matter']",n't ever;hard almost;,n't order;bacon turns;n't from;take place;it is;molars hurt;
"['pay', 'outstand', 'get', 'bagel']",outstanding bagels;,outstanding bagels;you get;you pay;
"['pizza', 'tast', 'crust', 'addit', 'bread', 'like', 'nyc', 'top', 'bake', 'best', 'freshli']",only pizza;not have;additional toppings;crust tastes;freshly baked;baked bread;,only pizza;that have;not have;additional toppings;toppings have;crust tastes;best bread;baked bread;
"['worth', 'search', 'town', 'anoth', 'place']",worth searching;,you 're;it 's;
"['joint', 'villag', 'variou', 'slice', 'far', 'one', 'tri', 'best', 'around']",various slice;best one;,i tried;various joints;joints tried;this is;best one;
"['warm', 'spot', 'perfect', 'night', 'find', 'cold']",cold night;perfect spot;,i found;it found;cold night;perfect spot;spot warm;
"['chines', 'call', 'even', 'food', 'section', 'menu', 'american']",even have;american chinese;chinese food;,they have;section have;american food;chinese food;
"['huge', 'warm', 'servic', 'prepar', 'beef', 'well', 'fresh', 'carpaachio', 'exel', 'portion', 'attent', 'pasta']",huge portion;,service was;carpaachio was;huge portion;pasta was;
"['nebbiolo', 'work', 'togeth', 'kalbi']",nebbiolo do;,kalbi work;
"['ever', 'mean', 'food', 'alot', 'best', 'italian']",best italian;italian food;ever had;means alot;,best food;italian food;i had;that means;alot means;
"['scopa', 'go', 'wonder', 'food', 'place', 'recommend', 'italian', 'friend']",recommend scopa;wonderful italian;italian food;,i recommend;scopa recommend;wonderful food;italian food;
"['magnific', 'locat', 'end', 'block']",magnificent block;,magnificent block;
"['worth', 'least', 'effort', 'money', 'restaur', 'say', 'time']",,restaurant is;not is;least say;
"['fabul', 'look', 'new', 'enjoy', 'restaur', 'real', 'tri', 'see', 'room', 'saw', 'yorker', 'meal', 'full', 'clubhous', 'around']",room full;new yorkers;real meal;real restaurant;fabulous trying;,i saw;room saw;full room;new yorkers;real meal;meal enjoying;real restaurant;not restaurant;fabulous trying;
"['guy', 'good', 'keep', 'work']",good work;,good guys;guys keep;
"['hurley', 'terrif']",,hurley is;
"['sum', 'tray', 'walk', 'dim', 'around']",n't walk;,they walk;n't walk;dim sum;
"['take', 'sister', 'attend', 'even', 'one', 'show']",here before;before attending;,sister took;show attending;
"['ever', 'bartend', 'bar', 'blond', 'specif', 'great', 'ladi', 'gorgeou', 'see']",great bar;most gorgeous;gorgeous bartenders;ever seen;,great bar;gorgeous bartenders;you seen;blond lady;
"['waitress', 'get', 'basic', 'bill', 'order', 'plan', 'us', 'dessert', 'chanc']",,we planning;dessert get;we had;chance had;
['realli'],,
"['give', 'inov', 'food', 'differ', 'realli', 'love', 'cheff', 'touch']",really loved;inovated touch;,i loved;different touch;touch loved;that 's;cheff gives;
"['yet', 'arriv', 'friend']",not arrived;,friends arrived;not arrived;
"['come', 'almost', 'cook', 'non', 'chees', 'exist']",almost non;non existant;,they came;cheese was;non existant;
"['rang', 'similarli', 'instead', 'server', 'guid', 'toward', 'price', 'wine', 'us', 'good', 'meal', 'allow', 'purchas', 'nice', 'terrif']",terrific meal;very nice;nice wine;similarly priced;priced wine;n't as;as good;,i had;terrific meal;meal had;server guided;us guided;nice wine;us purchase;priced wine;wine purchase;that was;n't was;
"['bite', 'esp', 'rude', 'big', 'svc', 'must', 'restaur', 'overal', 'group', 'time']",big group;,svc be;you have;big group;group have;restaurant is;
"['thougt', 'anniversari', 'jekyl', 'hyde', 'fantast', 'go', 'great', 'pub', 'surpris', 'husband', 'would']",i thougt;,i thougt;it be;it was;
"['impress', 'leav', 'never', 'unwelcom', 'feel']",never once;once did;feeling unwelcome;,never once;i leave;
"['especi', 'dish', 'basic', 'delici', 'food', 'drink', 'good']",more basic;basic dishes;,food is;basic dishes;drinks are;
"['grill', 'main', 'whole', 'fish', 'hit']",main hit;whole grilled;grilled fish;,main hit;hit was;whole fish;grilled fish;
"['tartar', 'chocol', 'sake', 'noir', 'sampler', 'ravioli', 'mushroom', 'wine', 'tuna', 'dessert', 'pinot']",dessert wine;,i had;tuna tartare;
"['fabul', 'hot', 'enjoy', 'stop', 'lunch', 'day']",hot day;enjoy lunch;,hot day;it was;lunch enjoy;
"['servic', 'person', 'delici', 'along', 'food', 'beauti', 'friendli', 'prepar']",beautifully prepared;personable service;,food is;friendly service;
"['usual', 'later', 'deal', 'go', 'line', 'crowd', 'night', 'get', 'work']",usually go;there later;so i;i do;n't have;,i go;i get;work get;i have;n't have;
"['pizza', 'consist', 'good']",here is;consistently good;,pizza is;
"['charact', 'tiem', 'look', 'great', 'ar', 'food', 'watch', 'show']",great tiem;ar food;,we had;great tiem;tiem had;shows watching;food was;we looking;
"['take', 'look', 'need', 'approach', 'even', 'waiter', 'beer', 'manag', 'tell', 'yet', 'tri', 'tabl', 'us', 'drink', 'peopl', 'away', 'full', 'reserv']",n't even;even looked;full beers;,it take;we looked;n't looked;we had;full beers;beers had;manager approached;us told;they needed;table needed;
"['recomend', 'dinner']",n't recomend;,n't recomend;it recomend;
"['sauc', 'flavor', 'food', 'wateri', 'much']",was watery;n't have;much flavor;,sauce was;food have;n't have;much flavor;flavor have;
"['enjoy', 'sangria', 'husband']",i enjoy;,i enjoy;sangria enjoy;
"['cuisin', 'grill', 'spice', 'last', 'indian', 'eat', 'place', 'night']",last night;only place;indian cuisine;,last night;grill is;only place;i eating;indian cuisine;cuisine eating;
"['dish', 'serv', 'fresh', 'time', 'opt', 'pasta']",pasta dish;,we opted;they served;
"['come', 'second', 'glass', 'main', 'appet', 'bread', 'order', 'cours', 'tri', 'first', 'wine', 'wrong']",wrong bread;second glass;main course;,wrong bread;bread came;i tried;second glass;glass order;main course;
"['lonk', 'neighborhood', 'review', 'great', 'food', 'previou', 'saul', 'sure', 'din']",not sure;previous reviewer;great neighborhood;great food;,not sure;previous reviewer;reviewer dined;saul is;great neighborhood;great food;food has;
"['lack', 'area', 'spot', 'sadli', 'decent', 'thai', 'one', 'food', 'best']",sadly lacking;decent thai;best spots;,decent food;thai food;this is;best spots;
"['look', 'send', 'tell', 'herki', 'waiter', 'confus', 'get', 'free']",herky sent;free confused;confused look;,herky tell;you sent;free look;confused look;look get;
"['squar', 'arriv', 'difficulti', 'staff', 'seat', 'lot', 'host', 'make', 'walk', 'delay', 'close', 'guest', 'probabl', 'in', 'minut', 'expect', 'time', 'reserv']",make reservations;15-20 minutes;hosting staff;having difficulty;seating guests;probably had;so close;,reservations make;hosting staff;staff having;difficulty having;guests seating;who arrived;they had;lot being;
"['includ', 'averag', 'dish', 'food', 'tasti', 'surpris']",above including;surprising tasty;tasty dishes;,food was;surprising dishes;
"['ingredi', 'special', 'emphasi', 'seem', 'thai', 'necessari', 'fresh', 'place', 'good']",n't seem;fresh ingredients;good thai;,they seem;n't seem;emphasis place;fresh ingredients;which is;good thai;
"['food', 'apet']",other apetizers;,other apetizers;
"['tast', 'dish', 'rice', 'noodl', 'great']",taste great;,dishes taste;
"['ever', 'food', 'good']",as good;,food 's;
"['staff', 'ingredi', 'crust', 'thin', 'fresh', 'friendli']",,crust is;ingredients are;staff is;
"['thank', 'introduc', 'gem', 'friend']",,friends thank;you thank;them introducing;
"['averag', 'littl', 'also', 'place', 'expens', 'bagel']",little more;more expensive;average bagel;bagel place;,average place;
"['raw', 'undercook', 'sauc', 'food', 'veget', 'wateri']",undercooked-the sauce;,food undercooked;raw vegetables;
"['worth', 'kick', 'enough', 'em', 'make', 'clam', 'eat', 'fri']",fried clams;just enough;enough kick;'em worth;,fried clams;clams had;enough kick;kick had;'em worth;
"['excit', 'sauc', 'also', 'use']",also not;,sauces are;not are;
"['everi', 'offer', 'appet', 'order', 'secret', 'complimentari', 'lunch', 'menu', 'entre']",complimentary appetizer;,secret is;which offers;complimentary appetizer;appetizer offers;
"['love', 'place', 'absolut']",absolutely love;,i love;place love;
"['badli', 'rice', 'cook', 'poor', 'qualiti', 'hard']",poor quality;so badly;,rice was;poor quality;it was;
"['princess', 'felt', 'caviar', 'like', 'champagn']",had champagne;like princesses;,we had;champagne had;
"['excel', 'antipasti', 'scampi', 'shrimp', 'plenti']",,scampi was;antipasti were;
"['worth', 'least', 'effort', 'surpris', 'practic', 'say', 'find']",such practice;,i am;least say;such practice;practice find;not worth;effort worth;
"['come', 'sort', 'card', 'know', 'candl', 'special', 'waiter', 'anyon', 'one', 'must', 'open', 'occass', 'see', 'birthday', 'dessert', 'say', 'gift', 'ask']",special occassion;,dessert came;not was;anyone asked;waiter seen;me opening;card opening;he knew;it was;special occassion;
"['bite', 'everi', 'sum', 'great', 'combo', 'dim', 'get', 'piec']",10-piece dim;,i got;10-piece combo;combo got;bite was;
"['forget', 'area', 'chinatown', 'restaur', 'vietnames']",other vietnamese;vietnamese restaurants;chinatown area;,other restaurants;vietnamese restaurants;chinatown area;you forget;
"['limit', 'seat', 'also', 'peak', 'substanti', 'wait', 'food', 'get', 'time']",also very;very limited;limited seating;substantial wait;getting food;,limited seating;substantial wait;food getting;
"['jefferi', 'bar', 'roast', 'villag', 'mind', 'martini', 'quick', 'go', 'chicken', 'blow', 'recommend']",quick martini;recommend jeffery;blowing roast;,it 's;quick martini;which recommend;i recommend;jeffery recommend;chicken blowing;
['thank'],,
"['sun', 'littl', 'hot', 'tabl', 'wait', 'long', 'insd', 'anyway', 'outsid', 'nice']",long wait;table outside;too hot;anyway so;very nice;,long wait;it was;insde table;table was;
"['restaur', 'recommend', 'defin', 'would']",definently recommend;,i recommend;restaurant recommend;
"['price', 'low', 'wonder']",wonderfully low;,prices are;
"['vindaloo', 'like', 'chicken', 'food', 'get', 'spici']",spicy food;,you like;spicy food;food get;chicken vindaloo;
"['love', 'place']",i love;,i love;place love;
"['disappoint', 'special', 'cheap', 'delici', 'amazingli', 'strength', 'never', 'lay', 'true', 'lunch']",never been;true strength;amazingly delicious;cheap lunch;,i been;never been;true strength;strength lays;delicious specials;
"['usual', 'bar', 'craft', 'sampl', 'enjoy', 'go', 'beer', 'one', 'hand', 'food', 'menu', 'much']",so much;much more;usual bar;hand-crafted beers;,usual food;menu enjoy;one sampling;crafted beers;
"['big', 'disappoint', 'around']",big disappointment;,big disappointment;
"['delici', 'absolut']",absolutely delicious;,
"['free', 'drink']",free drink;,free drink;
"['stomach', 'undermin', 'somet', 'mention', 'tasti', 'heavi', 'fine', 'say', 'would']",n't not;not mention;,i say;all was;that mention;i mention;n't mention;not mention;
"['excel', 'servic', 'review', 'restaur', 'food', 'first', 'write', 'time']",first time;,this is;first time;review writing;food was;
"['recommend', 'definit', 'highli']",definitely highly;highly not;not recommended;,not recommended;
"['among', 'capex', 'cash', 'citi', 'minimum', 'put', 'keep', 'best', 'bagel']",,they keep;capex keep;they put;cash put;
"['take', 'huge', 'care', 'well', 'birthday', 'group']",huge group;well taken;taken care;,i had;huge group;group had;we taken;care taken;
"['chef', 'two', 'leav', 'open', 'place', 'star', 'quit', 'time', 'ago']",own place;,chefs left;own place;place open;
